Goal,Number of Players,Number of Rounds,End Result
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,6,Player 0 wins
[ ][ ][ ],2,6,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,12,Player 1 wins
[ ][ ][ ],2,5,Player 1 wins
[ ][ ][ ],2,5,Player 1 wins
[ ][ ][ ],2,3,Player 1 wins
[ ][ ][ ],2,3,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,12,Player 1 wins
[ ][ ][ ],2,12,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,2,Player 1 wins
[ ][ ][ ],2,2,Player 1 wins
[ ][ ][ ],2,4,Player 0 wins
[ ][ ][ ],2,4,Player 0 wins
[ ][ ][ ],2,4,Player 0 wins
[ ][ ][ ],2,9,Player 0 wins
[ ][ ][ ],2,9,Player 0 wins
[ ][ ][ ],2,11,Player 1 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,8,Player 1 wins
[ ][ ][ ],2,4,Player 0 wins
[ ][ ][ ],2,4,Player 0 wins
[ ][ ][ ],2,33,Player 0 wins
[ ][ ][ ],2,13,Player 0 wins
[ ][ ][ ],2,13,Player 0 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,15,Player 1 wins
[ ][ ][ ],2,5,Player 0 wins
[ ][ ][ ],2,5,Player 0 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,18,Player 1 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,6,Player 0 wins
[ ][ ][ ],2,6,Player 0 wins
[ ][ ][ ],2,2,Player 1 wins
[ ][ ][ ],2,2,Player 1 wins
[ ][ ][ ],2,2,Player 1 wins
[ ][ ][ ],2,7,Player 0 wins
[ ][ ][ ],2,7,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,26,Player 1 wins
[ ][ ][ ],2,3,Player 1 wins
[ ][ ][ ],2,3,Player 1 wins
[ ][ ][ ],2,14,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,7,Player 1 wins
[ ][ ][ ],2,7,Player 1 wins
[ ][ ][ ],2,14,Player 1 wins
[ ][ ][ ],2,2,Player 1 wins
[ ][ ][ ],2,2,Player 1 wins
[ ][ ][ ],2,36,Only action cards left
[ ][ ][ ],2,28,Only action cards left
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,19,Player 1 wins
[ ][ ][ ],2,8,Player 1 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,15,Player 1 wins
[ ][ ][ ],2,2,Player 1 wins
[ ][ ][ ],2,2,Player 1 wins
[ ][ ][ ],2,56,Only action cards left
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,7,Player 1 wins
[ ][ ][ ],2,5,Player 0 wins
[ ][ ][ ],2,5,Player 0 wins
[ ][ ][ ],2,5,Player 0 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,13,Player 0 wins
[ ][ ][ ],2,8,Player 0 wins
[ ][ ][ ],2,5,Player 1 wins
[ ][ ][ ],2,5,Player 1 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,10,Player 0 wins
[ ][ ][ ],2,45,Only action cards left
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,5,Player 1 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,2,Player 1 wins
[ ][ ][ ],2,2,Player 1 wins
[ ][ ][ ],2,5,Player 1 wins
[ ][ ][ ],2,5,Player 1 wins
[ ][ ][ ],2,9,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,51,Only action cards left
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,13,Player 1 wins
[ ][ ][ ],2,8,Player 0 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,12,Player 1 wins
[ ][ ][ ],2,12,Player 1 wins
[ ][ ][ ],2,10,Player 1 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,6,Player 0 wins
[ ][ ][ ],2,6,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,33,Only action cards left
[ ][ ][ ],2,3,Player 1 wins
[ ][ ][ ],2,16,Player 0 wins
[ ][ ][ ],2,7,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,4,Player 0 wins
[ ][ ][ ],2,4,Player 0 wins
[ ][ ][ ],2,8,Player 0 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,16,Player 1 wins
[ ][ ][ ],2,12,Player 0 wins
[ ][ ][ ],2,2,Player 1 wins
[ ][ ][ ],2,19,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,9,Player 1 wins
[ ][ ][ ],2,9,Player 1 wins
[ ][ ][ ],2,8,Player 1 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,6,Player 1 wins
[ ][ ][ ],2,6,Player 1 wins
[ ][ ][ ],2,11,Player 1 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,9,Player 0 wins
[ ][ ][ ],2,42,Only action cards left
[ ][ ][ ],2,10,Player 0 wins
[ ][ ][ ],2,6,Player 0 wins
[ ][ ][ ],2,6,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,25,Player 1 wins
[ ][ ][ ],2,3,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,5,Player 0 wins
[ ][ ][ ],2,5,Player 0 wins
[ ][ ][ ],2,9,Player 0 wins
[ ][ ][ ],2,9,Player 1 wins
[ ][ ][ ],2,9,Player 1 wins
[ ][ ][ ],2,8,Player 0 wins
[ ][ ][ ],2,8,Player 0 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,3,Player 1 wins
[ ][ ][ ],2,3,Player 1 wins
[ ][ ][ ],2,6,Player 0 wins
[ ][ ][ ],2,6,Player 0 wins
[ ][ ][ ],2,4,Player 1 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,3,Player 1 wins
[ ][ ][ ],2,3,Player 1 wins
[ ][ ][ ],2,7,Player 0 wins
[ ][ ][ ],2,7,Player 0 wins
[ ][ ][ ],2,15,Player 1 wins
[ ][ ][ ],2,10,Player 1 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,5,Player 0 wins
[ ][ ][ ],2,5,Player 0 wins
[ ][ ][ ],2,8,Player 1 wins
[ ][ ][ ],2,8,Player 1 wins
[ ][ ][ ],2,2,Player 1 wins
[ ][ ][ ],2,2,Player 1 wins
[ ][ ][ ],2,15,Player 1 wins
[ ][ ][ ],2,8,Player 0 wins
[ ][ ][ ],2,12,Player 0 wins
[ ][ ][ ],2,12,Player 0 wins
[ ][ ][ ],2,22,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,4,Player 1 wins
[ ][ ][ ],2,4,Player 1 wins
[ ][ ][ ],2,4,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,5,Player 0 wins
[ ][ ][ ],2,28,Only action cards left
[ ][ ][ ],2,18,Player 1 wins
[ ][ ][ ],2,6,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,15,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,5,Player 1 wins
[ ][ ][ ],2,5,Player 1 wins
[ ][ ][ ],2,10,Player 0 wins
[ ][ ][ ],2,10,Player 0 wins
[ ][ ][ ],2,5,Player 0 wins
[ ][ ][ ],2,5,Player 0 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,9,Player 1 wins
[ ][ ][ ],2,9,Player 1 wins
[ ][ ][ ],2,35,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,19,Player 0 wins
[ ][ ][ ],2,15,Player 1 wins
[ ][ ][ ],2,8,Player 0 wins
[ ][ ][ ],2,8,Player 0 wins
[ ][ ][ ],2,2,Player 1 wins
[ ][ ][ ],2,2,Player 1 wins
[ ][ ][ ],2,2,Player 1 wins
[ ][ ][ ],2,7,Player 1 wins
[ ][ ][ ],2,7,Player 1 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,9,Player 1 wins
[ ][ ][ ],2,14,Player 1 wins
[ ][ ][ ],2,14,Player 1 wins
[ ][ ][ ],2,7,Player 0 wins
[ ][ ][ ],2,7,Player 0 wins
[ ][ ][ ],2,7,Player 0 wins
[ ][ ][ ],2,2,Player 1 wins
[ ][ ][ ],2,2,Player 1 wins
[ ][ ][ ],2,2,Player 1 wins
[ ][ ][ ],2,7,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,29,Player 0 wins
[ ][ ][ ],2,17,Player 0 wins
[ ][ ][ ],2,7,Player 1 wins
[ ][ ][ ],2,9,Player 0 wins
[ ][ ][ ],2,9,Player 0 wins
[ ][ ][ ],2,3,Player 1 wins
[ ][ ][ ],2,3,Player 1 wins
[ ][ ][ ],2,3,Player 1 wins
[ ][ ][ ],2,7,Player 0 wins
[ ][ ][ ],2,7,Player 0 wins
[ ][ ][ ],2,13,Player 0 wins
[ ][ ][ ],2,13,Player 0 wins
[ ][ ][ ],2,24,Player 1 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,12,Player 1 wins
[ ][ ][ ],2,4,Player 1 wins
[ ][ ][ ],2,4,Player 1 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,3,Player 0 wins
[ ][ ][ ],2,22,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,9,Player 1 wins
[ ][ ][ ],2,9,Player 1 wins
[ ][ ][ ],2,5,Player 1 wins
[ ][ ][ ],2,6,Player 1 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,2,Player 0 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,1,Player 1 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,1,Player 0 wins
[ ][ ][ ],2,14,Player 1 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,22,Player 0 wins
[ ][ ][ ],3,4,Player 1 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,10,Player 1 wins
[ ][ ][ ],3,3,Player 2 wins
[ ][ ][ ],3,5,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,9,Player 0 wins
[ ][ ][ ],3,2,Player 1 wins
[ ][ ][ ],3,2,Player 2 wins
[ ][ ][ ],3,2,Player 2 wins
[ ][ ][ ],3,2,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,7,Player 0 wins
[ ][ ][ ],3,7,Player 0 wins
[ ][ ][ ],3,5,Player 2 wins
[ ][ ][ ],3,3,Player 2 wins
[ ][ ][ ],3,3,Player 2 wins
[ ][ ][ ],3,2,Player 2 wins
[ ][ ][ ],3,2,Player 2 wins
[ ][ ][ ],3,13,Player 0 wins
[ ][ ][ ],3,3,Player 0 wins
[ ][ ][ ],3,3,Player 0 wins
[ ][ ][ ],3,2,Player 0 wins
[ ][ ][ ],3,2,Player 0 wins
[ ][ ][ ],3,2,Player 0 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,3,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,9,Player 1 wins
[ ][ ][ ],3,9,Player 1 wins
[ ][ ][ ],3,5,Player 0 wins
[ ][ ][ ],3,16,Player 2 wins
[ ][ ][ ],3,13,Player 1 wins
[ ][ ][ ],3,3,Player 2 wins
[ ][ ][ ],3,3,Player 2 wins
[ ][ ][ ],3,7,Player 0 wins
[ ][ ][ ],3,8,Player 1 wins
[ ][ ][ ],3,8,Player 1 wins
[ ][ ][ ],3,2,Player 1 wins
[ ][ ][ ],3,2,Player 1 wins
[ ][ ][ ],3,5,Player 1 wins
[ ][ ][ ],3,5,Player 1 wins
[ ][ ][ ],3,4,Player 0 wins
[ ][ ][ ],3,4,Player 0 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,4,Player 2 wins
[ ][ ][ ],3,2,Player 1 wins
[ ][ ][ ],3,2,Player 1 wins
[ ][ ][ ],3,7,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,3,Player 0 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,24,Player 1 wins
[ ][ ][ ],3,2,Player 1 wins
[ ][ ][ ],3,8,Player 0 wins
[ ][ ][ ],3,8,Player 0 wins
[ ][ ][ ],3,4,Player 0 wins
[ ][ ][ ],3,4,Player 2 wins
[ ][ ][ ],3,4,Player 2 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,8,Player 0 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,3,Player 0 wins
[ ][ ][ ],3,3,Player 0 wins
[ ][ ][ ],3,3,Player 0 wins
[ ][ ][ ],3,3,Player 0 wins
[ ][ ][ ],3,7,Player 1 wins
[ ][ ][ ],3,7,Player 1 wins
[ ][ ][ ],3,5,Player 2 wins
[ ][ ][ ],3,5,Player 2 wins
[ ][ ][ ],3,2,Player 1 wins
[ ][ ][ ],3,2,Player 1 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,4,Player 2 wins
[ ][ ][ ],3,4,Player 2 wins
[ ][ ][ ],3,2,Player 0 wins
[ ][ ][ ],3,7,Player 0 wins
[ ][ ][ ],3,2,Player 0 wins
[ ][ ][ ],3,2,Player 0 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,3,Player 2 wins
[ ][ ][ ],3,3,Player 2 wins
[ ][ ][ ],3,3,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,2,Player 2 wins
[ ][ ][ ],3,2,Player 2 wins
[ ][ ][ ],3,4,Player 2 wins
[ ][ ][ ],3,4,Player 2 wins
[ ][ ][ ],3,11,Player 0 wins
[ ][ ][ ],3,4,Player 0 wins
[ ][ ][ ],3,4,Player 0 wins
[ ][ ][ ],3,6,Player 1 wins
[ ][ ][ ],3,6,Player 1 wins
[ ][ ][ ],3,4,Player 0 wins
[ ][ ][ ],3,4,Player 0 wins
[ ][ ][ ],3,2,Player 1 wins
[ ][ ][ ],3,2,Player 1 wins
[ ][ ][ ],3,2,Player 1 wins
[ ][ ][ ],3,5,Player 0 wins
[ ][ ][ ],3,6,Player 0 wins
[ ][ ][ ],3,6,Player 0 wins
[ ][ ][ ],3,4,Player 0 wins
[ ][ ][ ],3,4,Player 0 wins
[ ][ ][ ],3,5,Player 2 wins
[ ][ ][ ],3,5,Player 2 wins
[ ][ ][ ],3,5,Player 2 wins
[ ][ ][ ],3,5,Player 2 wins
[ ][ ][ ],3,5,Player 1 wins
[ ][ ][ ],3,5,Player 1 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,6,Player 0 wins
[ ][ ][ ],3,6,Player 0 wins
[ ][ ][ ],3,15,Player 0 wins
[ ][ ][ ],3,12,Player 1 wins
[ ][ ][ ],3,2,Player 0 wins
[ ][ ][ ],3,2,Player 0 wins
[ ][ ][ ],3,3,Player 0 wins
[ ][ ][ ],3,3,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,3,Player 0 wins
[ ][ ][ ],3,3,Player 0 wins
[ ][ ][ ],3,6,Player 1 wins
[ ][ ][ ],3,5,Player 1 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,3,Player 0 wins
[ ][ ][ ],3,5,Player 2 wins
[ ][ ][ ],3,5,Player 2 wins
[ ][ ][ ],3,7,Player 1 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,7,Player 2 wins
[ ][ ][ ],3,7,Player 2 wins
[ ][ ][ ],3,3,Player 1 wins
[ ][ ][ ],3,3,Player 1 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,13,Player 0 wins
[ ][ ][ ],3,17,Player 2 wins
[ ][ ][ ],3,2,Player 2 wins
[ ][ ][ ],3,2,Player 2 wins
[ ][ ][ ],3,2,Player 2 wins
[ ][ ][ ],3,17,Player 1 wins
[ ][ ][ ],3,7,Player 2 wins
[ ][ ][ ],3,5,Player 1 wins
[ ][ ][ ],3,5,Player 1 wins
[ ][ ][ ],3,5,Player 1 wins
[ ][ ][ ],3,7,Player 1 wins
[ ][ ][ ],3,7,Player 1 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,2,Player 1 wins
[ ][ ][ ],3,2,Player 1 wins
[ ][ ][ ],3,6,Player 1 wins
[ ][ ][ ],3,6,Player 1 wins
[ ][ ][ ],3,8,Player 2 wins
[ ][ ][ ],3,8,Player 2 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,3,Player 0 wins
[ ][ ][ ],3,3,Player 0 wins
[ ][ ][ ],3,3,Player 1 wins
[ ][ ][ ],3,3,Player 1 wins
[ ][ ][ ],3,7,Player 0 wins
[ ][ ][ ],3,7,Player 0 wins
[ ][ ][ ],3,9,Player 0 wins
[ ][ ][ ],3,4,Player 2 wins
[ ][ ][ ],3,2,Player 2 wins
[ ][ ][ ],3,3,Player 2 wins
[ ][ ][ ],3,3,Player 2 wins
[ ][ ][ ],3,13,Player 2 wins
[ ][ ][ ],3,1,Player 2 wins
[ ][ ][ ],3,2,Player 2 wins
[ ][ ][ ],3,3,Player 0 wins
[ ][ ][ ],3,3,Player 0 wins
[ ][ ][ ],3,9,Player 0 wins
[ ][ ][ ],3,8,Player 1 wins
[ ][ ][ ],3,8,Player 1 wins
[ ][ ][ ],3,20,Player 0 wins
[ ][ ][ ],3,5,Player 1 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,6,Player 2 wins
[ ][ ][ ],3,4,Player 0 wins
[ ][ ][ ],3,4,Player 0 wins
[ ][ ][ ],3,2,Player 0 wins
[ ][ ][ ],3,2,Player 0 wins
[ ][ ][ ],3,4,Player 2 wins
[ ][ ][ ],3,5,Player 0 wins
[ ][ ][ ],3,2,Player 1 wins
[ ][ ][ ],3,2,Player 1 wins
[ ][ ][ ],3,2,Player 0 wins
[ ][ ][ ],3,2,Player 0 wins
[ ][ ][ ],3,22,Player 0 wins
[ ][ ][ ],3,6,Player 0 wins
[ ][ ][ ],3,3,Player 2 wins
[ ][ ][ ],3,3,Player 2 wins
[ ][ ][ ],3,2,Player 2 wins
[ ][ ][ ],3,2,Player 2 wins
[ ][ ][ ],3,4,Player 0 wins
[ ][ ][ ],3,4,Player 0 wins
[ ][ ][ ],3,4,Player 0 wins
[ ][ ][ ],3,2,Player 0 wins
[ ][ ][ ],3,2,Player 0 wins
[ ][ ][ ],3,10,Player 0 wins
[ ][ ][ ],3,10,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,1,Player 0 wins
[ ][ ][ ],3,2,Player 1 wins
[ ][ ][ ],3,2,Player 1 wins
[ ][ ][ ],3,4,Player 2 wins
[ ][ ][ ],3,4,Player 2 wins
[ ][ ][ ],3,3,Player 2 wins
[ ][ ][ ],3,9,Player 2 wins
[ ][ ][ ],3,9,Player 2 wins
[ ][ ][ ],3,21,Player 2 wins
[ ][ ][ ],3,5,Player 2 wins
[ ][ ][ ],3,2,Player 0 wins
[ ][ ][ ],3,2,Player 0 wins
[ ][ ][ ],3,3,Player 0 wins
[ ][ ][ ],3,3,Player 0 wins
[ ][ ][ ],3,1,Player 1 wins
[ ][ ][ ],4,5,Player 1 wins
[ ][ ][ ],4,8,Player 2 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,7,Player 0 wins
[ ][ ][ ],4,7,Player 0 wins
[ ][ ][ ],4,2,Player 1 wins
[ ][ ][ ],4,2,Player 1 wins
[ ][ ][ ],4,4,Player 1 wins
[ ][ ][ ],4,4,Player 1 wins
[ ][ ][ ],4,5,Player 0 wins
[ ][ ][ ],4,3,Player 0 wins
[ ][ ][ ],4,3,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,1,Player 0 wins
[ ][ ][ ],4,7,Player 0 wins
[ ][ ][ ],4,7,Player 0 wins
[ ][ ][ ],4,3,Player 3 wins
[ ][ ][ ],4,3,Player 3 wins
[ ][ ][ ],4,3,Player 3 wins
[ ][ ][ ],4,2,Player 3 wins
[ ][ ][ ],4,2,Player 3 wins
[ ][ ][ ],4,1,Player 2 wins
[ ][ ][ ],4,3,Player 1 wins
[ ][ ][ ],4,3,Player 1 wins
[ ][ ][ ],4,9,Player 0 wins
[ ][ ][ ],4,9,Player 0 wins
[ ][ ][ ],4,7,Player 1 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,2,Player 2 wins
[ ][ ][ ],4,2,Player 1 wins
[ ][ ][ ],4,2,Player 1 wins
[ ][ ][ ],4,9,Player 3 wins
[ ][ ][ ],4,3,Player 3 wins
[ ][ ][ ],4,3,Player 3 wins
